@tax	con.depth.100.seq.bifido	con.depth.1000.seq.bifido	con.depth.10000.seq.bifido	con.depth.100000.seq.bifido	con.depth.500000.seq.bifido	conbif.200000	conbif.40000	conbif.80000
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__Blautia_obeum;t__Other	43555	43552	43515	43180	41739	325	60	124
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__Blautia_producta;t__Blautia_producta_ER3	794	794	794	787	760	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__Blautia_producta;t__Other	69	69	68	67	64	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__Blautia_schinkii;t__Blautia_schinkii_DSM_10518	170	170	170	167	163	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__Blautia_sp._KLE_1732;t__Blautia_sp._KLE_1732_KLE_1732	23703	23702	23685	23496	22673	189	35	83
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__Blautia_sp._Marseille-P2398;t__Blautia_sp._Marseille-P2398_Marseille-P2398	15373	15371	15358	15242	14698	118	20	43
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__Blautia_sp._Marseille-P3087;t__Blautia_sp._Marseille-P3087_Marseille-P3087	11874	11874	11863	11760	11343	97	19	38
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__Blautia_sp._Marseille-P3201T;t__Blautia_sp._Marseille-P3201T_Marseille-P3201	945	945	942	932	902	5	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__Blautia_sp._SF-50;t__Blautia_sp._SF-50_SF-50	23276	23274	23256	23071	22275	184	38	79
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__Blautia_wexlerae;t__Blautia_wexlerae_2789STDY5834863	16342	16342	16330	16218	15683	110	27	50
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__Blautia_wexlerae;t__Blautia_wexlerae_2789STDY5834911	22067	22066	22048	21884	21134	162	34	72
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__Blautia_wexlerae;t__Blautia_wexlerae_AGR2146	10118	10117	10107	10044	9724	90	19	44
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__Blautia_wexlerae;t__Blautia_wexlerae_DSM_19850	16531	16529	16518	16387	15857	116	18	39
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__Blautia_wexlerae;t__Other	19768	19767	19753	19610	18946	134	22	48
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__Other;t__Other	572185	572141	571720	567265	548172	4355	901	1805
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__[Ruminococcus]_gnavus;t__Other	18340	18340	18317	18182	17598	142	29	61
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__[Ruminococcus]_gnavus;t__[Ruminococcus]_gnavus_2789STDY5608852	510	510	509	506	487	4	1	2
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__[Ruminococcus]_gnavus;t__[Ruminococcus]_gnavus_AGR2154	938	937	937	930	901	10	1	4
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__[Ruminococcus]_gnavus;t__[Ruminococcus]_gnavus_CC55_001C	16	16	16	16	15	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__[Ruminococcus]_gnavus;t__[Ruminococcus]_gnavus_RJX1120	835	835	835	829	803	11	1	3
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__[Ruminococcus]_gnavus;t__[Ruminococcus]_gnavus_RJX1122	162	162	162	161	153	1	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__[Ruminococcus]_gnavus;t__[Ruminococcus]_gnavus_RJX1124	1912	1912	1911	1895	1836	12	1	3
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__[Ruminococcus]_gnavus;t__[Ruminococcus]_gnavus_RJX1125	269	269	268	267	257	1	0	1
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__[Ruminococcus]_gnavus;t__[Ruminococcus]_gnavus_RJX1126	16	16	16	16	16	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__[Ruminococcus]_gnavus;t__[Ruminococcus]_gnavus_RJX1127	115	115	115	114	110	1	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__[Ruminococcus]_gnavus;t__[Ruminococcus]_gnavus_RJX1128	453	453	452	444	431	5	2	2
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__[Ruminococcus]_torques;t__Other	15228	15228	15216	15081	14582	103	26	49
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__[Ruminococcus]_torques;t__[Ruminococcus]_torques_2789STDY5608833	6198	6197	6193	6146	5928	33	6	15
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__[Ruminococcus]_torques;t__[Ruminococcus]_torques_2789STDY5608867	5381	5381	5377	5338	5152	23	10	13
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__[Ruminococcus]_torques;t__[Ruminococcus]_torques_2789STDY5834841	2555	2555	2553	2535	2442	8	1	3
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__[Ruminococcus]_torques;t__[Ruminococcus]_torques_2789STDY5834889	4163	4163	4159	4120	3991	18	1	4
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__[Ruminococcus]_torques;t__[Ruminococcus]_torques_ATCC_27756	509	509	509	505	486	4	1	1
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Butyrivibrio;s__Butyrivibrio_crossotus;t__Butyrivibrio_crossotus_DSM_2876	1836	1836	1835	1823	1766	17	0	5
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Butyrivibrio;s__Butyrivibrio_sp._MC2013;t__Butyrivibrio_sp._MC2013_MC2013	158	158	158	158	152	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Catonella;s__Catonella_morbi;t__Catonella_morbi_ATCC_51271	152	152	152	151	146	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus_comes;t__Coprococcus_comes_2789STDY5608832	1971	1971	1970	1952	1870	11	2	7
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus_comes;t__Coprococcus_comes_2789STDY5834866	1874	1873	1871	1857	1797	9	4	8
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus_comes;t__Coprococcus_comes_2789STDY5834913	1439	1439	1437	1428	1377	8	0	1
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus_comes;t__Coprococcus_comes_2789STDY5834962	7945	7945	7940	7882	7645	51	11	20
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus_comes;t__Coprococcus_comes_ATCC_27758	5346	5344	5340	5302	5143	40	5	19
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus_comes;t__Other	51081	51077	51031	50640	48919	387	64	146
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus_eutactus;t__Coprococcus_eutactus_2789STDY5608829	7736	7735	7728	7674	7403	57	13	21
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus_eutactus;t__Coprococcus_eutactus_2789STDY5608843	2926	2926	2924	2903	2803	19	6	10
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus_eutactus;t__Coprococcus_eutactus_2789STDY5608888	2806	2806	2805	2782	2687	23	1	10
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus_eutactus;t__Coprococcus_eutactus_2789STDY5834963	1992	1992	1990	1975	1917	18	6	9
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus_eutactus;t__Coprococcus_eutactus_ATCC_27759	1058	1058	1055	1048	1010	5	1	3
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus_eutactus;t__Other	40966	40961	40926	40599	39248	307	55	129
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus_sp._HPP0048;t__Coprococcus_sp._HPP0048_HPP0048	413	413	413	411	399	3	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus_sp._HPP0074;t__Coprococcus_sp._HPP0074_HPP0074	2291	2291	2290	2272	2191	18	0	9
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus;s__Other;t__Other	472	471	471	466	453	4	1	1
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea;s__Dorea_formicigenerans;t__Dorea_formicigenerans_4_6_53AFAA	7094	7094	7086	7029	6796	62	12	23
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea;s__Dorea_formicigenerans;t__Dorea_formicigenerans_ATCC_27755	12755	12753	12745	12649	12225	110	20	52
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea;s__Dorea_formicigenerans;t__Other	10605	10605	10594	10518	10171	75	17	41
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea;s__Dorea_longicatena;t__Dorea_longicatena_2789STDY5608851	3318	3317	3315	3285	3176	27	4	8
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea;s__Dorea_longicatena;t__Dorea_longicatena_2789STDY5608866	3671	3671	3668	3640	3511	26	4	9
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea;s__Dorea_longicatena;t__Dorea_longicatena_2789STDY5834914	7147	7146	7139	7082	6837	54	10	19
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea;s__Dorea_longicatena;t__Dorea_longicatena_2789STDY5834961	3284	3284	3281	3258	3152	30	5	8
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea;s__Dorea_longicatena;t__Dorea_longicatena_AGR2136	3875	3875	3872	3838	3713	29	4	12
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea;s__Dorea_longicatena;t__Dorea_longicatena_DSM_13814	2731	2731	2727	2705	2614	27	3	11
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea;s__Dorea_longicatena;t__Other	51573	51570	51532	51132	49424	367	82	145
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea;s__Dorea_sp._5-2;t__Dorea_sp._5-2_5-2	145	145	145	143	138	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea;s__Other;t__Other	686	686	685	682	662	4	0	2
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Eisenbergiella;s__Eisenbergiella_massiliensis;t__Eisenbergiella_massiliensis_AT11	895	895	894	889	861	5	0	3
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Eisenbergiella;s__Eisenbergiella_tayi;t__Eisenbergiella_tayi_DSM_26961	659	659	659	653	628	4	0	2
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Eisenbergiella;s__Eisenbergiella_tayi;t__Eisenbergiella_tayi_NML_110608	37	37	37	37	34	1	0	1
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Eisenbergiella;s__Eisenbergiella_tayi;t__Eisenbergiella_tayi_NML_120489	37	37	37	37	35	2	0	1
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Eisenbergiella;s__Eisenbergiella_tayi;t__Other	23	23	23	22	21	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Faecalicatena;s__Faecalicatena_contorta;t__Faecalicatena_contorta_2789STDY5834876	431	431	431	429	417	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Fusicatenibacter;s__Fusicatenibacter_saccharivorans;t__Fusicatenibacter_saccharivorans_2789STDY5608849	29456	29455	29439	29211	28250	245	45	101
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Fusicatenibacter;s__Fusicatenibacter_saccharivorans;t__Fusicatenibacter_saccharivorans_2789STDY5834885	27081	27080	27063	26855	25981	221	47	90
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Fusicatenibacter;s__Fusicatenibacter_saccharivorans;t__Fusicatenibacter_saccharivorans_2789STDY5834923	23218	23216	23193	23008	22187	164	32	62
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Fusicatenibacter;s__Fusicatenibacter_saccharivorans;t__Other	124805	124797	124685	123681	119609	935	176	359
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Fusicatenibacter;s__Fusicatenibacter_sp._2789STDY5834925;t__Fusicatenibacter_sp._2789STDY5834925_2789STDY5834925	365	365	364	362	351	5	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Hespellia;s__Hespellia_stercorisuis;t__Hespellia_stercorisuis_DSM_15480	299	299	299	296	281	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Johnsonella;s__Johnsonella_ignava;t__Johnsonella_ignava_ATCC_51276	572	572	572	567	546	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoanaerobaculum;s__Lachnoanaerobaculum_saburreum;t__Lachnoanaerobaculum_saburreum_DSM_3986	94	94	94	94	88	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoanaerobaculum;s__Lachnoanaerobaculum_sp._OBRC5-5;t__Lachnoanaerobaculum_sp._OBRC5-5_OBRC5-5	451	450	450	447	434	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__Lachnoclostridium_phocaeense;t__Lachnoclostridium_phocaeense_Marseille-P3177	417	417	417	414	402	3	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__Lachnoclostridium_sp._YL32;t__Lachnoclostridium_sp._YL32_YL32	85	85	85	85	82	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__Other;t__Other	2395	2395	2393	2369	2281	14	2	5
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium]_aminophilum;t__Other	18	18	18	18	18	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium]_asparagiforme;t__[Clostridium]_asparagiforme_DSM_15981	695	695	695	689	667	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium]_bolteae;t__Other	2191	2191	2189	2173	2095	13	5	6
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium]_bolteae;t__[Clostridium]_bolteae_90A5	88	88	88	87	84	1	1	1
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium]_bolteae;t__[Clostridium]_bolteae_90A9	306	306	305	304	293	2	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium]_bolteae;t__[Clostridium]_bolteae_90B3	80	80	80	80	78	1	1	1
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium]_bolteae;t__[Clostridium]_bolteae_90B7	15	15	15	15	14	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium]_bolteae;t__[Clostridium]_bolteae_90B8	493	493	492	487	466	6	2	2
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium]_bolteae;t__[Clostridium]_bolteae_ATCC_BAA-613_GCF_002234575.2	8	8	8	8	7	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium]_citroniae;t__Other	990	990	988	979	950	6	0	4
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium]_citroniae;t__[Clostridium]_citroniae_NLAE-zl-G70	80	80	80	79	77	1	0	1
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium]_citroniae;t__[Clostridium]_citroniae_WAL-17108	114	114	114	114	110	1	0	1
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium]_citroniae;t__[Clostridium]_citroniae_WAL-19142	93	93	93	92	89	2	0	1
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium]_clostridioforme;t__Other	1024	1023	1023	1016	988	11	3	6
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium]_clostridioforme;t__[Clostridium]_clostridioforme_2789STDY5834865	726	726	726	721	693	8	1	4
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium]_clostridioforme;t__[Clostridium]_clostridioforme_2_1_49FAA	475	475	474	470	456	4	0	1
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium]_clostridioforme;t__[Clostridium]_clostridioforme_90A1	103	103	103	103	99	1	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium]_clostridioforme;t__[Clostridium]_clostridioforme_90A4	65	65	65	65	64	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium]_clostridioforme;t__[Clostridium]_clostridioforme_90A6	146	146	146	145	141	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium]_clostridioforme;t__[Clostridium]_clostridioforme_90A7	447	447	447	442	426	5	0	3
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium]_clostridioforme;t__[Clostridium]_clostridioforme_90A8	2042	2042	2041	2027	1958	19	4	8
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium]_clostridioforme;t__[Clostridium]_clostridioforme_AGR2157	257	257	257	255	248	2	1	2
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium]_clostridioforme;t__[Clostridium]_clostridioforme_ATCC_25537	363	362	362	359	348	4	1	1
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium]_clostridioforme;t__[Clostridium]_clostridioforme_CM201	275	275	275	272	262	3	1	1
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium]_glycyrrhizinilyticum;t__[Clostridium]_glycyrrhizinilyticum_JCM_13369	1796	1796	1795	1780	1715	12	0	4
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium]_lavalense;t__[Clostridium]_lavalense_NLAE-zl-G277	1216	1216	1215	1204	1165	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium]_saccharolyticum;t__[Clostridium]_saccharolyticum_An168	1400	1400	1400	1388	1342	8	0	2
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium]_saccharolyticum;t__[Clostridium]_saccharolyticum_WM1	346	346	345	343	330	3	0	1
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium]_scindens;t__[Clostridium]_scindens_ATCC_35704	383	383	383	378	367	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium]_symbiosum;t__Other	581	581	580	574	557	3	0	1
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium]_symbiosum;t__[Clostridium]_symbiosum	195	195	194	192	186	1	0	1
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium]_symbiosum;t__[Clostridium]_symbiosum_2789STDY5834864	172	172	172	171	165	2	0	2
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium]_symbiosum;t__[Clostridium]_symbiosum_ATCC_14940	41	41	41	41	39	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium]_symbiosum;t__[Clostridium]_symbiosum_WAL-14163	900	899	899	892	860	4	0	2
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium]_symbiosum;t__[Clostridium]_symbiosum_WAL-14673	402	402	402	397	384	4	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira_multipara;t__Other	22	22	22	22	21	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira_pectinoschiza;t__Lachnospira_pectinoschiza_2789STDY5834836	4402	4402	4398	4361	4218	30	4	10
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira_pectinoschiza;t__Lachnospira_pectinoschiza_2789STDY5834886	5346	5346	5339	5294	5093	37	8	17
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira_pectinoschiza;t__Other	5375	5375	5373	5332	5140	36	7	12
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Marvinbryantia;s__Marvinbryantia_formatexigens;t__Marvinbryantia_formatexigens_DSM_14469	20	20	20	20	19	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Marvinbryantia;s__Marvinbryantia_formatexigens;t__Other	1021	1021	1021	1013	980	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Merdimonas;s__Merdimonas_faecis;t__Merdimonas_faecis_BR31	500	500	500	498	480	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Oribacterium;s__Oribacterium_asaccharolyticum;t__Oribacterium_asaccharolyticum_ACB7	29	29	29	29	29	0	0	0
