tax	con.depth.100.seq.bifido	con.depth.1000.seq.bifido	con.depth.10000.seq.bifido	con.depth.100000.seq.bifido	con.depth.500000.seq.bifido	conbif.200000	conbif.40000	conbif.80000
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus_comes;t__Other	0.004735917	0.004735389	0.004729483	0.004677449	0.004451665	0.004666811	0.004032258	0.004431359
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus_eutactus;t__Coprococcus_eutactus_2789STDY5608829	0.000717234	0.000717118	0.00071622	0.000708822	0.000673678	0.00068736	0.000819052	0.000637387
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus_eutactus;t__Coprococcus_eutactus_2789STDY5608843	0.000271281	0.000271272	0.000270992	0.00026814	0.000255075	0.00022912	0.000378024	0.000303518
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus_eutactus;t__Coprococcus_eutactus_2789STDY5608888	0.000260155	0.000260146	0.000259964	0.000256964	0.000244519	0.000277356	6.30E-05	0.000303518
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus_eutactus;t__Coprococcus_eutactus_2789STDY5834963	0.000184686	0.00018468	0.00018443	0.000182424	0.000174448	0.000217061	0.000378024	0.000273166
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus_eutactus;t__Coprococcus_eutactus_ATCC_27759	9.81E-05	9.81E-05	9.78E-05	9.68E-05	9.19E-05	6.03E-05	6.30E-05	9.11E-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus_eutactus;t__Other	0.003798116	0.003797526	0.003792965	0.003749995	0.003571597	0.003702096	0.003465222	0.003915379
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus_sp._HPP0048;t__Coprococcus_sp._HPP0048_HPP0048	3.83E-05	3.83E-05	3.83E-05	3.80E-05	3.63E-05	3.62E-05	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus_sp._HPP0074;t__Coprococcus_sp._HPP0074_HPP0074	0.000212407	0.0002124	0.000212234	0.000209857	0.000199383	0.000217061	0	0.000273166
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus;s__Other;t__Other	4.38E-05	4.37E-05	4.37E-05	4.30E-05	4.12E-05	4.82E-05	6.30E-05	3.04E-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea;s__Dorea_formicigenerans;t__Dorea_formicigenerans_4_6_53AFAA	0.000657712	0.00065769	0.000656721	0.000649245	0.000618441	0.000747655	0.000756048	0.000698091
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea;s__Dorea_formicigenerans;t__Dorea_formicigenerans_ATCC_27755	0.001182565	0.001182341	0.001181189	0.001168346	0.001112484	0.001326484	0.001260081	0.001578292
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea;s__Dorea_formicigenerans;t__Other	0.00098323	0.000983198	0.000981837	0.000971513	0.000925568	0.000904421	0.001071069	0.001244423
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea;s__Dorea_longicatena;t__Dorea_longicatena_2789STDY5608851	0.000307625	0.000307522	0.00030723	0.000303425	0.000289018	0.000325591	0.000252016	0.000242814
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea;s__Dorea_longicatena;t__Dorea_longicatena_2789STDY5608866	0.000340353	0.000340341	0.000339945	0.000336215	0.000319504	0.000313533	0.000252016	0.000273166
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea;s__Dorea_longicatena;t__Dorea_longicatena_2789STDY5834914	0.000662626	0.000662511	0.000661633	0.000654141	0.000622172	0.000651183	0.00063004	0.000576684
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea;s__Dorea_longicatena;t__Dorea_longicatena_2789STDY5834961	0.000304472	0.000304462	0.000304079	0.000300931	0.000286834	0.000361768	0.00031502	0.000242814
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea;s__Dorea_longicatena;t__Dorea_longicatena_AGR2136	0.000359266	0.000359254	0.000358852	0.000354503	0.000337886	0.000349709	0.000252016	0.000364221
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea;s__Dorea_longicatena;t__Dorea_longicatena_DSM_13814	0.000253202	0.000253193	0.000252735	0.000249852	0.000237876	0.000325591	0.000189012	0.00033387
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea;s__Dorea_longicatena;t__Other	0.004781532	0.004781095	0.004775915	0.004722893	0.00449762	0.004425632	0.005166331	0.004401008
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea;s__Dorea_sp._5-2;t__Dorea_sp._5-2_5-2	1.34E-05	1.34E-05	1.34E-05	1.32E-05	1.26E-05	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea;s__Other;t__Other	6.36E-05	6.36E-05	6.35E-05	6.30E-05	6.02E-05	4.82E-05	0	6.07E-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Eisenbergiella;s__Eisenbergiella_massiliensis;t__Eisenbergiella_massiliensis_AT11	8.30E-05	8.30E-05	8.29E-05	8.21E-05	7.84E-05	6.03E-05	0	9.11E-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Eisenbergiella;s__Eisenbergiella_tayi;t__Eisenbergiella_tayi_DSM_26961	6.11E-05	6.11E-05	6.11E-05	6.03E-05	5.71E-05	4.82E-05	0	6.07E-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Eisenbergiella;s__Eisenbergiella_tayi;t__Eisenbergiella_tayi_NML_110608	3.43E-06	3.43E-06	3.43E-06	3.42E-06	3.09E-06	1.21E-05	0	3.04E-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Eisenbergiella;s__Eisenbergiella_tayi;t__Eisenbergiella_tayi_NML_120489	3.43E-06	3.43E-06	3.43E-06	3.42E-06	3.19E-06	2.41E-05	0	3.04E-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Eisenbergiella;s__Eisenbergiella_tayi;t__Other	2.13E-06	2.13E-06	2.13E-06	2.03E-06	1.91E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Faecalicatena;s__Faecalicatena_contorta;t__Faecalicatena_contorta_2789STDY5834876	4.00E-05	4.00E-05	3.99E-05	3.96E-05	3.79E-05	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Fusicatenibacter;s__Fusicatenibacter_saccharivorans;t__Fusicatenibacter_saccharivorans_2789STDY5608849	0.002730979	0.002730796	0.002728366	0.002698123	0.002570771	0.002954441	0.002835181	0.003065529
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Fusicatenibacter;s__Fusicatenibacter_saccharivorans;t__Fusicatenibacter_saccharivorans_2789STDY5834885	0.002510784	0.002510608	0.002508162	0.002480507	0.00236429	0.002665027	0.00296119	0.00273166
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Fusicatenibacter;s__Fusicatenibacter_saccharivorans;t__Fusicatenibacter_saccharivorans_2789STDY5834923	0.00215263	0.002152374	0.002149495	0.002125173	0.002019033	0.001977667	0.002016129	0.00188181
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Fusicatenibacter;s__Fusicatenibacter_saccharivorans;t__Other	0.011571153	0.011570027	0.011555634	0.011424004	0.010884507	0.011275113	0.01108871	0.010896288
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Fusicatenibacter;s__Fusicatenibacter_sp._2789STDY5834925;t__Fusicatenibacter_sp._2789STDY5834925_2789STDY5834925	3.38E-05	3.38E-05	3.37E-05	3.34E-05	3.19E-05	6.03E-05	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Hespellia;s__Hespellia_stercorisuis;t__Hespellia_stercorisuis_DSM_15480	2.77E-05	2.77E-05	2.77E-05	2.73E-05	2.56E-05	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Johnsonella;s__Johnsonella_ignava;t__Johnsonella_ignava_ATCC_51276	5.30E-05	5.30E-05	5.30E-05	5.24E-05	4.97E-05	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoanaerobaculum;s__Lachnoanaerobaculum_saburreum;t__Lachnoanaerobaculum_saburreum_DSM_3986	8.72E-06	8.71E-06	8.71E-06	8.68E-06	8.01E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoanaerobaculum;s__Lachnoanaerobaculum_sp._OBRC5-5;t__Lachnoanaerobaculum_sp._OBRC5-5_OBRC5-5	4.18E-05	4.17E-05	4.17E-05	4.13E-05	3.95E-05	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__Lachnoclostridium_phocaeense;t__Lachnoclostridium_phocaeense_Marseille-P3177	3.87E-05	3.87E-05	3.86E-05	3.82E-05	3.66E-05	3.62E-05	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__Lachnoclostridium_sp._YL32;t__Lachnoclostridium_sp._YL32_YL32	7.88E-06	7.88E-06	7.88E-06	7.85E-06	7.46E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__Other;t__Other	0.00022205	0.000222042	0.00022178	0.000218817	0.000207573	0.000168825	0.000126008	0.000151759
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium]_aminophilum;t__Other	1.67E-06	1.67E-06	1.67E-06	1.66E-06	1.64E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium]_asparagiforme;t__[Clostridium]_asparagiforme_DSM_15981	6.44E-05	6.44E-05	6.44E-05	6.36E-05	6.07E-05	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium]_bolteae;t__Other	0.000203136	0.000203129	0.000202874	0.000200713	0.000190647	0.000156766	0.00031502	0.000182111
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium]_bolteae;t__[Clostridium]_bolteae_90A5	8.16E-06	8.16E-06	8.16E-06	8.04E-06	7.64E-06	1.21E-05	6.30E-05	3.04E-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium]_bolteae;t__[Clostridium]_bolteae_90A9	2.84E-05	2.84E-05	2.83E-05	2.81E-05	2.67E-05	2.41E-05	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium]_bolteae;t__[Clostridium]_bolteae_90B3	7.42E-06	7.42E-06	7.41E-06	7.39E-06	7.10E-06	1.21E-05	6.30E-05	3.04E-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium]_bolteae;t__[Clostridium]_bolteae_90B7	1.39E-06	1.39E-06	1.39E-06	1.39E-06	1.27E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium]_bolteae;t__[Clostridium]_bolteae_90B8	4.57E-05	4.57E-05	4.56E-05	4.50E-05	4.24E-05	7.24E-05	0.000126008	6.07E-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium]_bolteae;t__[Clostridium]_bolteae_ATCC_BAA-613_GCF_002234575.2	7.42E-07	7.42E-07	7.41E-07	7.39E-07	6.37E-07	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium]_citroniae;t__Other	9.18E-05	9.18E-05	9.16E-05	9.04E-05	8.65E-05	7.24E-05	0	0.000121407
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium]_citroniae;t__[Clostridium]_citroniae_NLAE-zl-G70	7.42E-06	7.42E-06	7.41E-06	7.30E-06	7.01E-06	1.21E-05	0	3.04E-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium]_citroniae;t__[Clostridium]_citroniae_WAL-17108	1.06E-05	1.06E-05	1.06E-05	1.05E-05	1.00E-05	1.21E-05	0	3.04E-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium]_citroniae;t__[Clostridium]_citroniae_WAL-19142	8.62E-06	8.62E-06	8.62E-06	8.50E-06	8.10E-06	2.41E-05	0	3.04E-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium]_clostridioforme;t__Other	9.49E-05	9.48E-05	9.48E-05	9.38E-05	8.99E-05	0.000132648	0.000189012	0.000182111
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium]_clostridioforme;t__[Clostridium]_clostridioforme_2789STDY5834865	6.73E-05	6.73E-05	6.73E-05	6.66E-05	6.31E-05	9.65E-05	6.30E-05	0.000121407
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium]_clostridioforme;t__[Clostridium]_clostridioforme_2_1_49FAA	4.40E-05	4.40E-05	4.39E-05	4.34E-05	4.15E-05	4.82E-05	0	3.04E-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium]_clostridioforme;t__[Clostridium]_clostridioforme_90A1	9.55E-06	9.55E-06	9.55E-06	9.51E-06	9.01E-06	1.21E-05	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium]_clostridioforme;t__[Clostridium]_clostridioforme_90A4	6.03E-06	6.03E-06	6.02E-06	6.00E-06	5.82E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium]_clostridioforme;t__[Clostridium]_clostridioforme_90A6	1.35E-05	1.35E-05	1.35E-05	1.34E-05	1.28E-05	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium]_clostridioforme;t__[Clostridium]_clostridioforme_90A7	4.14E-05	4.14E-05	4.14E-05	4.08E-05	3.88E-05	6.03E-05	0	9.11E-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium]_clostridioforme;t__[Clostridium]_clostridioforme_90A8	0.000189322	0.000189315	0.000189157	0.000187227	0.000178179	0.00022912	0.000252016	0.000242814
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium]_clostridioforme;t__[Clostridium]_clostridioforme_AGR2157	2.38E-05	2.38E-05	2.38E-05	2.36E-05	2.26E-05	2.41E-05	6.30E-05	6.07E-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium]_clostridioforme;t__[Clostridium]_clostridioforme_ATCC_25537	3.37E-05	3.36E-05	3.35E-05	3.32E-05	3.17E-05	4.82E-05	6.30E-05	3.04E-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium]_clostridioforme;t__[Clostridium]_clostridioforme_CM201	2.55E-05	2.55E-05	2.55E-05	2.51E-05	2.38E-05	3.62E-05	6.30E-05	3.04E-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium]_glycyrrhizinilyticum;t__[Clostridium]_glycyrrhizinilyticum_JCM_13369	0.000166514	0.000166509	0.000166358	0.000164413	0.000156066	0.000144707	0	0.000121407
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium]_lavalense;t__[Clostridium]_lavalense_NLAE-zl-G277	0.00011274	0.000112736	0.000112605	0.000111209	0.000106016	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium]_saccharolyticum;t__[Clostridium]_saccharolyticum_An168	0.000129799	0.000129795	0.00012975	0.000128205	0.000122123	9.65E-05	0	6.07E-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium]_saccharolyticum;t__[Clostridium]_saccharolyticum_WM1	3.21E-05	3.21E-05	3.20E-05	3.17E-05	3.00E-05	3.62E-05	0	3.04E-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium]_scindens;t__[Clostridium]_scindens_ATCC_35704	3.55E-05	3.55E-05	3.55E-05	3.49E-05	3.34E-05	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium]_symbiosum;t__Other	5.39E-05	5.39E-05	5.38E-05	5.30E-05	5.07E-05	3.62E-05	0	3.04E-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium]_symbiosum;t__[Clostridium]_symbiosum	1.81E-05	1.81E-05	1.80E-05	1.77E-05	1.69E-05	1.21E-05	0	3.04E-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium]_symbiosum;t__[Clostridium]_symbiosum_2789STDY5834864	1.59E-05	1.59E-05	1.59E-05	1.58E-05	1.50E-05	2.41E-05	0	6.07E-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium]_symbiosum;t__[Clostridium]_symbiosum_ATCC_14940	3.80E-06	3.80E-06	3.80E-06	3.79E-06	3.55E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium]_symbiosum;t__[Clostridium]_symbiosum_WAL-14163	8.34E-05	8.33E-05	8.33E-05	8.24E-05	7.83E-05	4.82E-05	0	6.07E-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium]_symbiosum;t__[Clostridium]_symbiosum_WAL-14673	3.73E-05	3.73E-05	3.73E-05	3.67E-05	3.49E-05	4.82E-05	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira_multipara;t__Other	2.04E-06	2.04E-06	2.04E-06	2.03E-06	1.91E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira_pectinoschiza;t__Lachnospira_pectinoschiza_2789STDY5834836	0.000408126	0.000408113	0.000407601	0.000402811	0.000383841	0.000361768	0.000252016	0.000303518
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira_pectinoschiza;t__Lachnospira_pectinoschiza_2789STDY5834886	0.000495648	0.000495632	0.000494811	0.000488989	0.000463467	0.000446181	0.000504032	0.00051598
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira_pectinoschiza;t__Other	0.000498337	0.00049832	0.000497962	0.000492499	0.000467744	0.000434122	0.000441028	0.000364221
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Marvinbryantia;s__Marvinbryantia_formatexigens;t__Marvinbryantia_formatexigens_DSM_14469	1.85E-06	1.85E-06	1.85E-06	1.85E-06	1.73E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Marvinbryantia;s__Marvinbryantia_formatexigens;t__Other	9.47E-05	9.47E-05	9.46E-05	9.36E-05	8.92E-05	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Merdimonas;s__Merdimonas_faecis;t__Merdimonas_faecis_BR31	4.64E-05	4.64E-05	4.63E-05	4.60E-05	4.37E-05	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Oribacterium;s__Oribacterium_asaccharolyticum;t__Oribacterium_asaccharolyticum_ACB7	2.69E-06	2.69E-06	2.69E-06	2.68E-06	2.64E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Oribacterium;s__Oribacterium_parvum;t__Oribacterium_parvum_ACB1	2.69E-06	2.69E-06	2.69E-06	2.68E-06	2.46E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Oribacterium;s__Oribacterium_sinus;t__Oribacterium_sinus_F0268	3.06E-06	3.06E-06	3.06E-06	3.05E-06	2.82E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Oribacterium;s__Oribacterium_sp._oral_taxon_078;t__Oribacterium_sp._oral_taxon_078_F0262	2.50E-06	2.50E-06	2.50E-06	2.40E-06	2.37E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Oribacterium;s__Oribacterium_sp._oral_taxon_078;t__Oribacterium_sp._oral_taxon_078_F0263	5.66E-06	5.66E-06	5.65E-06	5.63E-06	5.46E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Other;s__Other;t__Other	0.013762909	0.013761154	0.013745908	0.013592035	0.01293803	0.013180426	0.014301915	0.0136583
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Other;s__[Eubacterium]_rectale;t__Other	0.009448099	0.009446858	0.00943561	0.009329128	0.008875393	0.009297446	0.010458669	0.00956081
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Other;s__[Eubacterium]_rectale;t__[Eubacterium]_rectale_2789STDY5608860	0.001622771	0.001622531	0.001620486	0.001601546	0.001524444	0.001700311	0.001701109	0.001851458
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Other;s__[Eubacterium]_rectale;t__[Eubacterium]_rectale_2789STDY5834884	0.001920011	0.001919762	0.001917799	0.00189638	0.001807275	0.001724429	0.001197077	0.001305126
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Other;s__[Eubacterium]_rectale;t__[Eubacterium]_rectale_2789STDY5834968	0.001571778	0.00157154	0.001569605	0.001552499	0.001479581	0.00148325	0.001827117	0.001669348
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Other;s__[Eubacterium]_rectale;t__[Eubacterium]_rectale_ATCC_33656	0.001660783	0.001660543	0.001658021	0.001639509	0.001560026	0.001627957	0.001701109	0.001638996
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia;s__Other;t__Other	0.000290843	0.000290741	0.000290547	0.00028726	0.000273548	0.000325591	0.00031502	0.000394573
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia;s__Roseburia_faecis;t__Roseburia_faecis_2789STDY5608863	0.007385771	0.007384692	0.007376569	0.007293366	0.006944812	0.007970962	0.008694556	0.008346739
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia;s__Roseburia_hominis;t__Roseburia_hominis_A2-183	0.001511699	0.001511649	0.001509735	0.001493385	0.001423707	0.001567663	0.001197077	0.001487237
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia;s__Roseburia_intestinalis;t__Other	0.004297473	0.004296867	0.00429204	0.004244157	0.004041161	0.004497986	0.004095262	0.004218897
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia;s__Roseburia_intestinalis;t__Roseburia_intestinalis_2789STDY5834960	0.001703988	0.001703746	0.001701487	0.001681628	0.001601067	0.001664134	0.001827117	0.001396182
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia;s__Roseburia_intestinalis;t__Roseburia_intestinalis_L1-82	0.001519673	0.001519437	0.001517612	0.001501051	0.001428439	0.001447073	0.001575101	0.001214071
