tax	con.depth.100.seq.bifido	con.depth.1000.seq.bifido	con.depth.10000.seq.bifido	con.depth.100000.seq.bifido	con.depth.500000.seq.bifido	conbif.200000	conbif.40000	conbif.80000
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Massilioclostridium;s__Massilioclostridium_coli;t__Massilioclostridium_coli_Marseille-P2976	8.65E-05	8.65E-05	8.64E-05	8.54E-05	8.13E-05	0.000132648	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Mordavella;s__Mordavella_sp._Marseille-P3756;t__Mordavella_sp._Marseille-P3756_Marseille-P3756	0.000333214	0.000333203	0.000332994	0.000329103	0.000311951	0.000180884	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Other;s__Other;t__Other	1.97E-05	1.97E-05	1.96E-05	1.95E-05	1.86E-05	1.21E-05	6.30E-05	3.04E-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales_Family_XIII._Incertae_Sedis;g__Emergencia;s__Emergencia_timonensis;t__Emergencia_timonensis_SN18	0.00015511	0.000155105	0.000154959	0.000153236	0.000146329	0.000144707	0	0.000121407
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales_Family_XIII._Incertae_Sedis;g__Ileibacterium;s__Ileibacterium_massiliense;t__Ileibacterium_massiliense_Marseille-P3115	9.83E-06	9.83E-06	9.82E-06	9.51E-06	9.01E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales_Family_XIII._Incertae_Sedis;g__Mogibacterium;s__Mogibacterium_diversum;t__Mogibacterium_diversum_CCUG_47132	1.57E-05	1.56E-05	1.56E-05	1.55E-05	1.46E-05	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales_Family_XIII._Incertae_Sedis;g__Other;s__[Eubacterium]_brachy;t__[Eubacterium]_brachy_ATCC_33089	2.87E-06	2.87E-06	2.87E-06	2.86E-06	2.73E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales_Family_XIII._Incertae_Sedis;g__Other;s__[Eubacterium]_sulci;t__[Eubacterium]_sulci_ATCC_35585	3.80E-06	3.80E-06	3.80E-06	3.79E-06	3.64E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Eubacterium;s__Eubacterium_callanderi;t__Eubacterium_callanderi_FD	1.58E-06	1.58E-06	1.58E-06	1.57E-06	1.46E-06	1.21E-05	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Eubacterium;s__Eubacterium_callanderi;t__Eubacterium_callanderi_NLAE-zl-G225	1.67E-06	1.67E-06	1.67E-06	1.66E-06	1.46E-06	2.41E-05	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Eubacterium;s__Eubacterium_coprostanoligenes;t__Eubacterium_coprostanoligenes_ATCC_51222	1.23E-05	1.23E-05	1.22E-05	1.22E-05	1.17E-05	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Eubacterium;s__Eubacterium_limosum;t__Eubacterium_limosum_ATCC_8486	3.89E-06	3.89E-06	3.80E-06	3.79E-06	3.73E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Eubacterium;s__Eubacterium_limosum;t__Eubacterium_limosum_KIST612	5.38E-06	5.38E-06	5.38E-06	5.36E-06	5.10E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Eubacterium;s__Eubacterium_plexicaudatum;t__Eubacterium_plexicaudatum_ASF492	5.84E-06	5.84E-06	5.84E-06	5.73E-06	5.46E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Eubacterium;s__Eubacterium_pyruvativorans;t__Eubacterium_pyruvativorans_i6	5.93E-06	5.93E-06	5.93E-06	5.91E-06	5.55E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Eubacterium;s__Eubacterium_ramulus;t__Eubacterium_ramulus_2789STDY5608891	0.000403213	0.000403199	0.000402689	0.000397639	0.000379473	0.000518535	0.000504032	0.000576684
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Eubacterium;s__Eubacterium_ramulus;t__Eubacterium_ramulus_ATCC_29099	0.000515118	0.000515008	0.000514366	0.000508663	0.00048376	0.000506476	0.000693044	0.000667739
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Eubacterium;s__Eubacterium_ramulus;t__Other	0.000776108	0.000776082	0.000774979	0.000766551	0.000729644	0.00068736	0.000756048	0.000667739
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Eubacterium;s__Eubacterium_sp._14-2;t__Eubacterium_sp._14-2_14-2	2.60E-06	2.60E-06	2.60E-06	2.59E-06	2.46E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Eubacterium;s__Eubacterium_sp._3_1_31;t__Eubacterium_sp._3_1_31_3_1_31	0.000103283	0.000103187	0.000103151	0.000102158	9.76E-05	4.82E-05	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Eubacterium;s__Eubacterium_sp._SB2;t__Eubacterium_sp._SB2_SB2	8.62E-06	8.62E-06	8.53E-06	8.41E-06	8.19E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Eubacterium;s__Eubacterium_sp._YI;t__Eubacterium_sp._YI_YI	1.17E-05	1.17E-05	1.16E-05	1.14E-05	1.08E-05	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Eubacterium;s__Eubacterium_ventriosum;t__Eubacterium_ventriosum_ATCC_27560	0.001080116	0.001079895	0.001078501	0.001065542	0.001014567	0.001000892	0.000756048	0.001001609
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Eubacterium;s__Other;t__Other	4.09E-05	4.09E-05	4.08E-05	4.02E-05	3.85E-05	3.62E-05	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Eubacterium;s__[Eubacterium]_eligens;t__Other	0.003878128	0.003877628	0.00387341	0.003829153	0.003644398	0.003907098	0.003843246	0.003611861
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Eubacterium;s__[Eubacterium]_eligens;t__[Eubacterium]_eligens_2789STDY5834875	0.001070289	0.001070068	0.001068863	0.001058338	0.001005376	0.00091648	0.000819052	0.000758794
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Eubacterium;s__[Eubacterium]_eligens;t__[Eubacterium]_eligens_2789STDY5834878	0.001151321	0.00115119	0.001150049	0.001137311	0.001084638	0.001169718	0.000819052	0.001274775
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Eubacterium;s__[Eubacterium]_eligens;t__[Eubacterium]_eligens_ATCC_27750	0.001374854	0.001374623	0.001372941	0.001357975	0.001292938	0.001398838	0.000819052	0.001244423
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Eubacterium;s__[Eubacterium]_hallii;t__Other	0.007421559	0.007420478	0.007412251	0.00733216	0.006976935	0.006572125	0.006552419	0.00631317
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Eubacterium;s__[Eubacterium]_hallii;t__[Eubacterium]_hallii	0.000992131	0.00099182	0.000990734	0.000980195	0.00093112	0.000783831	0.001260081	0.000910553
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Eubacterium;s__[Eubacterium]_hallii;t__[Eubacterium]_hallii_2789STDY5834835	0.000953933	0.000953901	0.000952829	0.000942417	0.000898086	0.000904421	0.000693044	0.000940905
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Eubacterium;s__[Eubacterium]_hallii;t__[Eubacterium]_hallii_2789STDY5834966	0.000894596	0.000894381	0.000892866	0.000883487	0.000838754	0.000952657	0.000756048	0.00084985
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Eubacterium;s__[Eubacterium]_hallii;t__[Eubacterium]_hallii_DSM_3353	0.000617938	0.000617917	0.000617425	0.000610544	0.000581677	0.000482358	0.00063004	0.000607036
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Intestinibacillus;s__Intestinibacillus_massiliensis;t__Intestinibacillus_massiliensis_type_strain:_Marseille-P3216	3.80E-06	3.80E-06	3.80E-06	3.60E-06	3.28E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Other;s__Eubacteriaceae_bacterium_CHKCI004;t__Eubacteriaceae_bacterium_CHKCI004	2.63E-05	2.62E-05	2.62E-05	2.59E-05	2.45E-05	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Anaerosporobacter;s__Anaerosporobacter_mobilis;t__Anaerosporobacter_mobilis_DSM_15930	1.21E-06	1.21E-06	1.20E-06	1.20E-06	1.18E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes_caccae;t__Anaerostipes_caccae_DSM_14662	1.29E-05	1.29E-05	1.29E-05	1.27E-05	1.19E-05	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes_hadrus;t__Anaerostipes_hadrus_2789STDY5608830	0.002790409	0.002790131	0.002787031	0.002754467	0.002622914	0.00285797	0.002268145	0.002549549
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes_hadrus;t__Anaerostipes_hadrus_2789STDY5608868	0.00015168	0.000151675	0.00015153	0.000150096	0.000142871	0.00022912	0.000378024	0.000242814
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes_hadrus;t__Anaerostipes_hadrus_2789STDY5834860	0.000172262	0.000172257	0.000171919	0.00016977	0.000161981	0.00010853	6.30E-05	0.000121407
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes_hadrus;t__Anaerostipes_hadrus_2789STDY5834908	0.000166421	0.000166416	0.000166173	0.000164413	0.000156703	0.000120589	6.30E-05	0.000121407
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes_hadrus;t__Anaerostipes_hadrus_2789STDY5834959	0.000231321	0.000231313	0.000230955	0.000228608	0.000216946	0.000205002	6.30E-05	0.000151759
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes_hadrus;t__Anaerostipes_hadrus_BPB5	0.000190156	0.00019015	0.000189898	0.000187597	0.000178816	0.000144707	0.000252016	0.000151759
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes_hadrus;t__Anaerostipes_hadrus_DSM_3319	0.000148342	0.000148337	0.000148008	0.000146309	0.000139504	0.000192943	6.30E-05	0.000212462
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes_hadrus;t__Other	0.001117758	0.001117536	0.001116499	0.001103597	0.00105206	0.001157659	0.00094506	0.00103196
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes_sp._3_2_56FAA;t__Anaerostipes_sp._3_2_56FAA_3_2_56FAA	2.32E-05	2.32E-05	2.31E-05	2.28E-05	2.18E-05	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Anaerostipes;s__Other;t__Other	2.86E-05	2.86E-05	2.85E-05	2.83E-05	2.73E-05	1.21E-05	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Anaerotignum;s__Anaerotignum_lactatifermentans;t__Anaerotignum_lactatifermentans_DSM_14214	0.00028083	0.000280728	0.000280446	0.00027747	0.000264357	0.000253238	0	0.00033387
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Anaerotignum;s__Anaerotignum_neopropionicum;t__Anaerotignum_neopropionicum_DSM-3847	1.63E-05	1.63E-05	1.63E-05	1.60E-05	1.53E-05	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Bariatricus;s__Bariatricus_massiliensis;t__Bariatricus_massiliensis_AT12	1.08E-05	1.08E-05	1.08E-05	1.08E-05	1.03E-05	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__Blautia_hansenii;t__Blautia_hansenii_DSM_20583_GCF_002222595.2	2.13E-06	2.13E-06	2.04E-06	2.03E-06	2.00E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__Blautia_hansenii;t__Other	0.000152607	0.000152602	0.000152364	0.000150281	0.000143053	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__Blautia_hydrogenotrophica;t__Blautia_hydrogenotrophica_2789STDY5608857	2.31E-05	2.31E-05	2.31E-05	2.29E-05	2.18E-05	1.21E-05	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__Blautia_hydrogenotrophica;t__Blautia_hydrogenotrophica_DSM_10507	4.84E-05	4.84E-05	4.84E-05	4.80E-05	4.59E-05	3.62E-05	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__Blautia_hydrogenotrophica;t__Other	0.000162991	0.000162986	0.000162836	0.00016118	0.000152972	0.000132648	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__Blautia_massiliensis;t__Blautia_massiliensis_GD9	0.002445143	0.002444969	0.002441989	0.002414927	0.002299407	0.002218846	0.002016129	0.002033569
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__Blautia_obeum;t__Blautia_obeum_2789STDY5608837	0.000469318	0.000469302	0.000468768	0.000463588	0.000441991	0.00045824	0.000504032	0.000424925
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__Blautia_obeum;t__Blautia_obeum_2789STDY5608838	0.001462747	0.001462698	0.001461078	0.001444061	0.001372928	0.001459132	0.001890121	0.0016997
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__Blautia_obeum;t__Blautia_obeum_2789STDY5834861	0.001505951	0.001505716	0.001504174	0.001488212	0.001418701	0.00137472	0.001386089	0.001092664
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__Blautia_obeum;t__Blautia_obeum_2789STDY5834921	0.000692943	0.00069292	0.000692309	0.000684807	0.00065202	0.000663242	0.000756048	0.000819498
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__Blautia_obeum;t__Blautia_obeum_2789STDY5834957	0.001623605	0.001623366	0.001621505	0.001602562	0.001526173	0.001531486	0.001638105	0.0016997
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__Blautia_obeum;t__Blautia_obeum_ATCC_29174	0.000482112	0.000482003	0.000481465	0.000475873	0.000453821	0.000494417	0.000441028	0.000698091
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__Blautia_obeum;t__Other	0.004038152	0.00403774	0.00403291	0.003988394	0.00379828	0.003919157	0.003780242	0.00376362
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__Blautia_producta;t__Blautia_producta_ER3	7.36E-05	7.36E-05	7.36E-05	7.27E-05	6.92E-05	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__Blautia_producta;t__Other	6.40E-06	6.40E-06	6.30E-06	6.19E-06	5.82E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__Blautia_schinkii;t__Blautia_schinkii_DSM_10518	1.58E-05	1.58E-05	1.58E-05	1.54E-05	1.48E-05	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__Blautia_sp._KLE_1732;t__Blautia_sp._KLE_1732_KLE_1732	0.002197597	0.002197431	0.002195093	0.002170248	0.00206326	0.00227914	0.002205141	0.002519197
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__Blautia_sp._Marseille-P2398;t__Blautia_sp._Marseille-P2398_Marseille-P2398	0.00142529	0.001425057	0.001423358	0.001407853	0.001337529	0.001422955	0.001260081	0.001305126
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__Blautia_sp._Marseille-P3087;t__Blautia_sp._Marseille-P3087_Marseille-P3087	0.001100884	0.001100848	0.001099446	0.001086232	0.001032221	0.001169718	0.001197077	0.001153368
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__Blautia_sp._Marseille-P3201T;t__Blautia_sp._Marseille-P3201T_Marseille-P3201	8.76E-05	8.76E-05	8.73E-05	8.61E-05	8.21E-05	6.03E-05	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__Blautia_sp._SF-50;t__Blautia_sp._SF-50_SF-50	0.002158008	0.002157751	0.002155334	0.002130992	0.002027041	0.002218846	0.002394153	0.00239779
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__Blautia_wexlerae;t__Blautia_wexlerae_2789STDY5834863	0.00151513	0.00151508	0.001513442	0.001498003	0.001427165	0.001326484	0.001701109	0.001517589
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__Blautia_wexlerae;t__Blautia_wexlerae_2789STDY5834911	0.002045917	0.002045756	0.002043378	0.002021353	0.00192321	0.001953549	0.002142137	0.002185328
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__Blautia_wexlerae;t__Blautia_wexlerae_AGR2146	0.000938079	0.000937955	0.000936703	0.000927731	0.000884891	0.001085305	0.001197077	0.001335478
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__Blautia_wexlerae;t__Blautia_wexlerae_DSM_19850	0.001532653	0.001532417	0.001530865	0.001513613	0.001442999	0.001398838	0.001134073	0.001183719
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__Blautia_wexlerae;t__Other	0.001832768	0.001832614	0.001830681	0.001811311	0.0017241	0.001615899	0.001386089	0.001456885
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__Other;t__Other	0.053049479	0.053043639	0.052986221	0.052396389	0.049884056	0.052516702	0.056766633	0.054784958
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__[Ruminococcus]_gnavus;t__Other	0.001700372	0.001700316	0.001697594	0.001679411	0.001601431	0.00171237	0.001827117	0.001851458
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__[Ruminococcus]_gnavus;t__[Ruminococcus]_gnavus_2789STDY5608852	4.73E-05	4.73E-05	4.72E-05	4.67E-05	4.43E-05	4.82E-05	6.30E-05	6.07E-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__[Ruminococcus]_gnavus;t__[Ruminococcus]_gnavus_AGR2154	8.70E-05	8.69E-05	8.68E-05	8.59E-05	8.20E-05	0.000120589	6.30E-05	0.000121407
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__[Ruminococcus]_gnavus;t__[Ruminococcus]_gnavus_CC55_001C	1.48E-06	1.48E-06	1.48E-06	1.48E-06	1.37E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__[Ruminococcus]_gnavus;t__[Ruminococcus]_gnavus_RJX1120	7.74E-05	7.74E-05	7.74E-05	7.66E-05	7.31E-05	0.000132648	6.30E-05	9.11E-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__[Ruminococcus]_gnavus;t__[Ruminococcus]_gnavus_RJX1122	1.50E-05	1.50E-05	1.50E-05	1.49E-05	1.39E-05	1.21E-05	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__[Ruminococcus]_gnavus;t__[Ruminococcus]_gnavus_RJX1124	0.000177269	0.000177263	0.000177109	0.000175035	0.000167077	0.000144707	6.30E-05	9.11E-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__[Ruminococcus]_gnavus;t__[Ruminococcus]_gnavus_RJX1125	2.49E-05	2.49E-05	2.48E-05	2.47E-05	2.34E-05	1.21E-05	0	3.04E-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__[Ruminococcus]_gnavus;t__[Ruminococcus]_gnavus_RJX1126	1.48E-06	1.48E-06	1.48E-06	1.48E-06	1.46E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__[Ruminococcus]_gnavus;t__[Ruminococcus]_gnavus_RJX1127	1.07E-05	1.07E-05	1.07E-05	1.05E-05	1.00E-05	1.21E-05	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__[Ruminococcus]_gnavus;t__[Ruminococcus]_gnavus_RJX1128	4.20E-05	4.20E-05	4.19E-05	4.10E-05	3.92E-05	6.03E-05	0.000126008	6.07E-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__[Ruminococcus]_torques;t__Other	0.001411847	0.0014118	0.001410198	0.001392982	0.001326973	0.001242071	0.001638105	0.001487237
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__[Ruminococcus]_torques;t__[Ruminococcus]_torques_2789STDY5608833	0.00057464	0.000574529	0.000573959	0.000567686	0.000539452	0.000397945	0.000378024	0.000455277
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__[Ruminococcus]_torques;t__[Ruminococcus]_torques_2789STDY5608867	0.000498893	0.000498877	0.000498333	0.000493053	0.000468836	0.000277356	0.00063004	0.000394573
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__[Ruminococcus]_torques;t__[Ruminococcus]_torques_2789STDY5834841	0.000236884	0.000236876	0.000236609	0.00023415	0.000222224	9.65E-05	6.30E-05	9.11E-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__[Ruminococcus]_torques;t__[Ruminococcus]_torques_2789STDY5834889	0.000385968	0.000385955	0.00038545	0.000380551	0.000363184	0.000217061	6.30E-05	0.000121407
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__[Ruminococcus]_torques;t__[Ruminococcus]_torques_ATCC_27756	4.72E-05	4.72E-05	4.72E-05	4.66E-05	4.42E-05	4.82E-05	6.30E-05	3.04E-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Butyrivibrio;s__Butyrivibrio_crossotus;t__Butyrivibrio_crossotus_DSM_2876	0.000170223	0.000170217	0.000170065	0.000168384	0.000160707	0.000205002	0	0.000151759
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Butyrivibrio;s__Butyrivibrio_sp._MC2013;t__Butyrivibrio_sp._MC2013_MC2013	1.46E-05	1.46E-05	1.46E-05	1.46E-05	1.38E-05	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Catonella;s__Catonella_morbi;t__Catonella_morbi_ATCC_51271	1.41E-05	1.41E-05	1.41E-05	1.39E-05	1.33E-05	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus_comes;t__Coprococcus_comes_2789STDY5608832	0.000182739	0.000182733	0.000182577	0.0001803	0.000170171	0.000132648	0.000126008	0.000212462
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus_comes;t__Coprococcus_comes_2789STDY5834866	0.000173746	0.000173647	0.000173402	0.000171525	0.000163528	0.00010853	0.000252016	0.000242814
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus_comes;t__Coprococcus_comes_2789STDY5834913	0.000133415	0.000133411	0.000133179	0.0001319	0.000125308	9.65E-05	0	3.04E-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus_comes;t__Coprococcus_comes_2789STDY5834962	0.000736612	0.000736587	0.000735868	0.000728034	0.000695701	0.000615006	0.000693044	0.000607036
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus_comes;t__Coprococcus_comes_ATCC_27758	0.000495648	0.000495446	0.000494904	0.000489728	0.000468017	0.000482358	0.00031502	0.000576684
